fullname,nickname,year,make,model,specialAccess,dlcPack,rewardOrGift,directAccess,carValue,rarity,feBoost,carType,spec,class,pi,speed,handling,acceleration,launch,braking,offroad,hp,torque,weight,weightPerHp,weightDistribution,displ,aspiration,engineType,cylinders,enginePlacement,drive,rTireWidth,trackWidth,aeroorkitOptions,engineConversions(hp),pirwd,piawd,aspirationOptions,naturallyAspirated,region,country,modelFamily,openTop,doors,steering,wheels,nolights,carThemes,zeroToSixty,zeroToHundred,quarterMile,topSpeed,sixtyToZeroFeet,hundredToZeroFeet,gAtSixty,gAtHundred,sixtyToHundred,forzaDebut,unknown,latestgame,newtoForza,fh5,fh4,fm7,fh3,fm6,fh2,fm5,fh1,fm4,fm3,fm2,fm1,titlesCount,xboxgen
2010 Hyundai Forza Motorsport Genesis Coupe,,2010,Hyundai,Forza Motorsport Genesis Coupe,,,,,,,,SGT500,Upgraded,R2,859,,,,,,,500,376,2400,4.8,,,,,8,F,RWD,,,,,,,,,Asia,Korea,,,,L,4,,,3.7,,,172,,,,,,5/13/2011,4,FM4,FM4,,,,,,,,,FM4,,,,1,360
2010 Hyundai Genesis Coupe,,2010,Hyundai,Genesis Coupe,,,,,,,,Sports,Factory,C,411,,,,,,,306,266,3549,11.6,,,,,6,F,RWD,,,,,,,,,Asia,Korea,,,,L,4,,,5.9,,,169.2,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360
2010 Hyundai HKS Genesis Coupe ,,2010,Hyundai,HKS Genesis Coupe ,,,,,,,,Coupe,Tuner,B,497,,,,,,,440,417,3512,7.98,,,,,4,F,RWD,,,,,,,,,Asia,Korea,,,,L,4,,,4.8,10.217,,,,,,,,,3,FM3,FM3,,,,,,,,,,cu,,,1,360
2010 Hyundai Rhys Millen Racing Genesis Coupe,,2010,Hyundai,Rhys Millen Racing Genesis Coupe,,,,,,,,Super,Race,S,670,,,,,,,638,626,2665,4.18,,,,,6,F,RWD,,,,,,,,,Asia,Korea,,,2,L,4,,,3.5,,,163.9,,,,,,,3,FM4,FM3,,,,,,,,,FM4,cu,,,2,360
2003 Hyundai Tiburon GT,,2003,Hyundai,Tiburon GT,,,,,,,,,Factory,D3,,,,,,,,,,,#DIV/0!,,,,,,F,FWD,,,,,,,,,Asia,Korea,,,2,L,4,,,,,,,,,,,0,5/3/2005,1,FM1,FM1,,,,,,,,,,,,FM1,1,360
2003 Hyundai Tuscani Elisa,,2003,Hyundai,Tuscani Elisa,,,,,,,,Sports,Factory,D,289,,,,,,,167,101,3050,18.26,,,,,6,F,FWD,,,,,,,,,Asia,Korea,,,2,L,4,,,7.6,,,138.8,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360
2015 Infiniti Q60 Concept,Infiniti Q60,2015,Infiniti,Q60 Concept,Autoshow,,,,50000,Common,,Super Saloons,Factory,A,735,6.8,5.6,4.8,5,4.7,4.6,400,400,3650,9.13,55,3000,TT,V,6,F,RWD,275,no,Preset / WB,415,,,none,eng,N. America,U.S.,,,2,L,4,,,4.012,9.1,12.6,187.9,154.5,362.7,0.91,0.93,5.088,,8,FH5,FM6,FH5,FH4,FM7,FH3,DLC,,,,,,,,5,XBO
2014 Infiniti Q50 Eau Rouge,Infiniti Q50,2014,Infiniti,Q50 Eau Rouge,,,,,100000,Rare,,Super Saloons,Factory,A,783,8.1,6.4,9.2,10,6.8,,560,442,3836,6.85,57,3800,TT,V,6,F,AWD,255,Both,Forza,none,785,783,none,no,N. America,U.S.,,,4,L,4,,,3.8,8.617,11.333,210.9,162.5,370.9,0.91,0.93,4.817,,6,FH4,FM5,,FH4,FM7,FH3,FM6,,cu,,,,,,5,XBO
2014 Infiniti Q50S,,2014,Infiniti,Q50S,,,,,,,,Executive Sport,Factory,C,423,6.7,4.3,7.2,9.5,,,328,269,3675,11.2,40,3500,NA,V,6,F,RWD,,,,,,,,,N. America,U.S.,,,4,L,4,,,2.85,5.47,,183.2,71.2,173.2,1.7,2.42,2.62,,6,FM5,FM5,,,,,,,cu,,,,,,1,XBO
2013 Infiniti #77 Schmidt Peterson Motorsports Dallara IPS Indy Lights,,2013,Infiniti,#77 Schmidt Peterson Motorsports Dallara IPS Indy Lights,,,,,,,,-,Race,C,423,6.7,4.3,7.2,7.6,4.3,,420,300,1530,3.64,55,3700,NA,V,8,M,RWD,,,,,,,,,N. America,U.S.,,Yes,1,C,4,,,5.483,13.483,,176.3,117.5,296.2,1.07,1.04,8,,6,FM5,FM5,,,,,,,DLC,,,,,,1,360
2012 Infiniti IPL G Coupe,Infinit IPL G,2012,Infiniti,IPL G Coupe,,,,,,,,Sport Luxury,Factory,C,446,6.5,4.6,7.1,7.5,4.5,,348,276,3727,10.71,54,3696,NA,V,6,F,RWD,,,,,,,,stock,N. America,U.S.,Fairlady,,2,L,4,,,5.418,12.918,13.55,170.7,140.3,349.7,1.08,1.05,7.5,10/23/2012,5,FM7,FH1,,,FM7,FH3,FM6,,FM5,FH1,,,,,5,XBO
2008 Infiniti G37 Coupe Sport,,2008,Infiniti,G37 Coupe Sport,,,,,,,,Sports,Factory,B,442,,,,,,,330,270,3668,11.12,,,,,6,F,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,5.3,,,179.1,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360
2003 Infiniti G35 Coupe,Infiniti G35,2003,Infiniti,G35 Coupe,,,,,,,,Early Sport Luxury,Factory,C,422,6.6,4.6,6.9,,4.3,,280,270,3485,12.45,53,,NA,V,6,F,RWD,,,,,,,,stock,N. America,U.S.,Skyline,,2,L,4,,,6.1,14.919,14.6,175,135.2,344.2,1.08,1.04,8.819,5/3/2005,1,FM7,FM1,,,FM7,,,,,,FM4,FM3,FM2,FM1,5,XBO
1970 International Scout 800A,IH Scout 800A,1970,International,Scout 800A,Autoshow,,,,40000,Common,,Pickups & 4x4s,Factory,D,384,4.1,3,2.7,3.6,2.1,7.8,193,273,3615,18.73,56,4982,NA,V,8,F,AWD,195,no,Bed,"415, 475, 640, 700, 850, 1750",,,PDS,stock,N. America,U.S.,,opt,2,L,4,,"DVG, AWW, ?WW",15.269,34.778,19.6,116,174.6,444.8,0.75,0.75,19.509,,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2018 Italdesign Zerouno,ID Zerouno '18,2018,Italdesign,Zerouno,Seasonal,,,,2400000,Legendary,,Hypercars,Factory,S1,869,7.6,7.7,9.2,8.9,8,4.9,602,413,3362,5.58,42,5204,NA,V,10,M,AWD,305,Both,Sport,"700, 750",,,"TT, CS",stock,Europe,Italy,,,2,L,4,,HR,2.9,6.254,,210.9,109.2,264.4,1.19,1.37,3.354,8/27/2019,11,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO
2018 Jaguar I-PACE,Jaguar I-PACE,2018,Jaguar,I-PACE,Autoshow,,,,87000,Rare,,Sports Utility Heroes,Factory,A,705,4.5,4.9,4.5,4.7,3.7,5.8,394,513,4868,12.36,50,0,E,E,E,F,AWD,255,Both,Forza,Battery,,,none,no,Europe,U.K.,,,4,L,4,,Heavy,4.5,13,,130.5,137.3,363.4,0.87,0.88,8.5,8/26/2020,11,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO
2017 Jaguar F-PACE S,Jaguar F-PACE S,2017,Jaguar,F-PACE S,Autoshow,,,,55000,Common,,Sports Utility Heroes,Factory,B,674,6,5,5.4,4.8,3.8,6.5,380,332,4015,10.57,50,2995,PDS,V,6,F,AWD,265,no,Preset / Offroad,"510, 300, 805",,,none,eng,Europe,U.K.,,,5,L,4,,,5.135,13.068,13.267,164.1,131.5,335.9,0.92,0.91,7.933,12/6/2016,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2016 Jaguar F-TYPE Project 7,Jaguar Project 7,2016,Jaguar,F-TYPE Project 7,"Accolade, WS",,Accolade,,190000,Epic,,Track Toys,Factory,A,786,7,6.3,5.1,5.4,6.5,4.3,567,516,3571,6.3,53,5000,PDS,V,8,F,RWD,295,no,Forza,"602, 700, 750, 800",,,none,eng,Europe,U.K.,,Yes,2,L,4,,"OR, OT, ?BRG, SS",3.788,8.072,12.417,190.2,101.7,247.7,1.01,1.06,4.284,,8,FH5,FM6,FH5,FH4,FM7,FH3,DLC,,,,,,,,5,XBO
2016 Jaguar F-TYPE Project 7 Forza Edition,Jaguar P7 FE,2016,Jaguar,F-TYPE Project 7 Forza Edition,,,,,,,,Sport Coupe,Upgraded,A,674,6.8,5.6,8.3,,5.7,,549,500,3488,6.35,53,,PDS,V,8,F,RWD,,,,,,,,eng,Europe,U.K.,,Yes,2,L,4,,,3.8,8.116,,180,125.1,315.1,1.23,1.26,4.316,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
2016 Jaguar F-TYPE Project 7 Horizon Edition,,2016,Jaguar,F-TYPE Project 7 Horizon Edition,,,,,,,,Extreme Track Toys,Upgraded,S1,830,7.2,7.5,8.3,8,9.1,,567,516,3571,6.3,53,5000,PDS,V,8,F,RWD,S1,,,,,,,eng,Europe,U.K.,,Yes,2,L,4,,,,,,,,,,,0,9/27/2016,9,FH3,FH3,,,,HE,,,,,,,,,1,XBO
2016 Jaguar F-TYPE Project 7 PreOrder,,2016,Jaguar,F-TYPE Project 7 PreOrder,DLC promo,,,,,,,Extreme Track Toys,Upgraded,S1,900,7.6,8.1,8.8,8.3,9.6,,567,516,2897,5.11,52,5000,,V,8,F,RWD,,,,,,,,eng,Europe,U.K.,,Yes,2,L,4,,,3.8,8.1,,204.7,119.3,294,1.18,1.33,4.3,,9,FH3,FH3,,,,DLC,,,,,,,,,1,XBO
2015 Jaguar F-TYPE R Coupe,Jaguar F-Type,2015,Jaguar,F-TYPE R Coupe,"WS, Seasonal",,,,110000,Rare,,GT Cars,Factory,A,777,7.5,5.9,5.2,5.4,6,4.2,550,502,3638,6.61,52,5000,PDS,V,8,F,RWD,295,no,Preset / WB,602,,,none,eng,Europe,U.K.,,,2,L,4,,,3.6,7.714,11.8,199.1,149.7,349.8,0.92,0.96,4.114,,7,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO
2015 Jaguar F-TYPE R Coupe F&F Edition,Jaguar F-Type FF,2015,Jaguar,F-TYPE R Coupe F&F Edition,,,,,,,,Fast & Furious,Tuner,A,641,7.6,5.1,8.4,,5,,550,502,3638,6.61,52,,PDS,V,8,F,RWD,295,,Forza,650,,,none,eng,Europe,U.K.,,,2,L,4,,,3.6,7.7,11.833,205.8,126.5,320.3,1.14,1.14,4.1,9/25/2017,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
2015 Jaguar XE-S,Jaguar XE-S,2015,Jaguar,XE-S,Autoshow,,,,57000,Common,,Super Saloons,Factory,B,671,6.8,5.5,4.7,4.8,3.7,4.9,340,332,3787,11.14,53,2995,PDS,V,6,F,RWD,265,Both,Forza,805,,,none,eng,Europe,U.K.,,,4,R,4,,,4.487,11.485,13.1,183.6,140.9,349.2,0.92,0.94,6.998,,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2015 Jaguar XFR-S,Jaguar XFR-S,2015,Jaguar,XFR-S,Autoshow,,,,110000,Rare,,Super Saloons,Factory,A,728,7.5,5.7,5,5.2,4.2,4.6,550,502,4380,7.96,54,5000,PDS,V,8,F,RWD,295,no,Forza,"475, 602, 805, 800",,,none,eng,Europe,U.K.,,,5,R,4,,,3.887,9.085,12.55,204.6,133,331.5,0.94,0.96,5.198,,7,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO
2015 Jaguar XKR-S GT,Jaguar XKR-S '15,2015,Jaguar,XKR-S GT,Seasonal,Series 3 cu,,,250000,Epic,,Track Toys,Factory,A,778,7.2,6,5.2,5.4,6.4,4.5,542,501,3977,7.34,54,5000,PDS,V,8,F,RWD,305,no,Forza,,,,none,eng,Europe,U.K.,,,2,L,4,,,4.1,8.6,11.967,195.8,154.3,350.2,0.95,1,4.5,9/15/2015,8,FH5,FM6,cu,HTF,FM7,FH3,FM6,,,,,,,,5,XBO
2014 Jaguar #14 Emil Frey GT3 Jaguar XK,#14 Jaguar XK,2014,Jaguar,#14 Emil Frey GT3 Jaguar XK,,,,,,,,Forza GT,Race,R,832,6.6,7.1,8.9,,7,,600,442,2822,4.7,50,,NA,V,8,F,RWD,325,,,none,,,none,stock,Europe,U.K.,,,2,L,4,,,3.1,6,11.1,180.4,109,257.4,1.45,1.06,2.9,,8,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO
2012 Jaguar XKR-S,Jaguar XKR-S '12,2012,Jaguar,XKR-S,Autoshow,,,,100000,Rare,,GT Cars,Factory,A,756,7.5,6.1,4.9,5.1,4.3,4.4,542,501,3865,7.13,53,5000,PDS,V,8,F,RWD,295,no,Forza,"602, 750",,,TT,eng,Europe,U.K.,,,2,L,4,,,2.509,6.571,12.233,180.2,131.2,337.1,0.92,0.95,4.062,,4,FH5,FM4,FH5,FH4,FM7,,,FH2,FM5,FH1,DLC,,,,7,XBO
2010 Jaguar #33 RSR XKR GT,,2010,Jaguar,#33 RSR XKR GT,,,,,,,,GT2,Race,R3,752,,,,,,,521,450,2745,5.27,,,,,8,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.016,,,181.3,,,,,,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
2010 Jaguar C-X75,Jaguar C-X75,2010,Jaguar,C-X75,Autoshow,,,,1500000,Legendary,,Modern Supercars,Factory,S1,880,8.1,7.8,9.4,10,8,4.1,890,738,3750,4.21,45,1603,T,Inline,4,M,AWD,325,no,Forza,none,,,none,no,Europe,U.K.,,,2,L,4,,,2.9,5.6,,219.7,117.1,293.9,1.09,1.19,2.7,9/12/2018,11,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO
2010 Jaguar XFR,,2010,Jaguar,XFR,,,,,,,,Sedan,Factory,A,501,,,,,,,510,461,4414,8.65,,,,,8,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.3,,,202.5,,,,,,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
2009 Jaguar XKR-S,,2009,Jaguar,XKR-S,,,,,,,,Sports,Factory,A,524,,,,,,,420,413,3880,9.24,,,,,8,F,RWD,,,,,,,,,Europe,U.K.,,,2,R,4,,,4.2,,,185.2,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360
2007 Jaguar XK Coupe,,2007,Jaguar,XK Coupe,,,,,,,,,Factory,B,563,,,,,,,,,,#DIV/0!,,,,,,F,RWD,,,,,,,,,Europe,U.K.,,,2,R,4,,,,,,,,,,,0,5/29/2007,2,FM2,FM2,,,,,,,,,,,FM2,,1,360
1993 Jaguar XJ220,Jaguar XJ220,1993,Jaguar,XJ220,"WS, Seasonal",,,,350000,Legendary,,Retro Supercars,Factory,A,786,7.7,6.4,5.2,2.2,5.2,4.8,542,473,3241,5.98,42,2855,TT,V,6,M,RWD,345,no,Forza,none,,,none,eng,Europe,U.K.,,,2,L,4,,"OR, ?WFRC",3.8,8,11.9,217,132.1,314.8,1.08,1.15,4.2,5/3/2005,1,FH5,FM1,FH5,Barn,FM7,FH3,FM6,DLC,,,FM4,FM3,FM2,FM1,10,XBO
1993 Jaguar XJ220 Forza Edition,Jaguar XJ220 FE,1993,Jaguar,XJ220 Forza Edition,,,,,,,,Rise of the Supercar,Upgraded,S,750,7.6,6,8.9,,5.8,,568,496,2954,5.2,42,,TT,V,6,M,RWD,,,,"562, 650",,,none,eng,Europe,U.K.,,,2,L,4,,,3.8,8,,203.7,124,295.9,1.28,1.33,4.2,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
1993 Jaguar XJ220 Horizon Edition,Jaguar XJ220 HE,1993,Jaguar,XJ220 Horizon Edition,,,,,,,,Retro Super Cars,Upgraded,S1,859,8.2,7.7,8.7,8.4,9,,542,473,3241,5.98,42,2855,TT,V,6,M,RWD,S1,,,,,,,eng,Europe,U.K.,,,2,L,4,,WFC,,,,,,,,,0,9/27/2016,9,FH3,FH3,,,,HE,,,,,,,,,1,XBO
1993 Jaguar XJ220S TWR,Jaguar XJ220S,1993,Jaguar,XJ220S TWR,DLC Autoshow,FH5 Car Pass,Free w/DLC,,400000,Rare,,Retro Supercars,Factory,S1,848,8.2,6.8,6.4,2.7,6,4.6,680,526,2379,3.5,42,3498,TT,V,6,M,RWD,345,Both,Forza,750,,,none,eng,Europe,U.K.,,,2,L,4,,,2.885,5.983,,224.9,109.6,262.9,1.2,1.35,3.098,1/13/2022,12,FH5,FH5,DLC,,,,,,,,,,,,1,XBO
1991 Jaguar Sport XJR-15,Jaguar XJR-15,1991,Jaguar,Sport XJR-15,Barn Find,,,,500000,Legendary,,Retro Supercars,Factory,S1,828,7.5,8,6,6.3,6.8,4.7,450,420,2315,5.14,48,5990,NA,V,12,M,RWD,335,Both,Forza,"550, 750, 800",,,"TT, PDS",stock,Europe,U.K.,,,2,R,4,,,3.8,7.183,,207.7,109.8,258.8,1.23,1.49,3.383,11/5/2021,12,FH5,FH5,FH5,,,,,,,,,,,,1,XBO
1990 Jaguar XJ-S,Jaguar XJ-S,1990,Jaguar,XJ-S,,,,,25000,Common,,Cult Cars,Factory,C,557,6.8,4.7,4.8,5.7,4.8,,299,318,3968,13.27,55,5354,NA,V,12,F,RWD,235,no,Forza,none,557,571,"TT, PDS",stock,Europe,U.K.,,,2,R,4,,RPC,8.6,17.3,16.319,166.3,192.2,461.6,0.77,0.76,8.7,,8,FH4,FM6,,FH4,FM7,FH3,DLC,,,,,,,,4,XBO
1988 Jaguar #1 Jaguar Racing XJR-9,#1 Jaguar XJR-9,1988,Jaguar,#1 Jaguar Racing XJR-9,,,,,,,,Early Prototype Racers,Livery,P,981,7.5,8.9,9.8,,8.8,,750,610,1950,2.6,40,,NA,V,12,M,RWD,,,,,,,,stock,Europe,U.K.,,,2,R,4,,,2.4,4.948,,202.6,92.2,203.5,1.71,2.44,2.548,10/3/2017,10,FM7,FM7,,,FM7,,,,,,,,,,1,XBO
1988 Jaguar #60 Castrol Jaguar Racing XJR-9,#60 Jaguar XJR-9,1988,Jaguar,#60 Castrol Jaguar Racing XJR-9,,,,,,,,Early Prototype Racers,Race,P,981,7.5,8.9,9.8,,8.8,,750,610,1942,2.59,40,,NA,V,12,M,RWD,360,,,none,,,none,stock,Europe,U.K.,,,2,R,4,,,2.4,4.948,9.717,202.6,92.2,203.5,1.71,2.44,2.548,,8,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO
1983 Jaguar #44 Group 44 XJR-5,#44 Jaguar XJR-5,1983,Jaguar,#44 Group 44 XJR-5,,,,,,,,Early Prototype Racers,Race,P,941,8,8.4,9.5,,8.2,,525,430,2030,3.87,45,,NA,V,12,M,RWD,355,,,none,,,none,stock,Europe,U.K.,,,2,R,4,,,3.8,6.6,10.2,212.7,99.5,227.5,1.63,2.24,2.8,3/5/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
1966 Jaguar XJ13,Jaguar XJ13,1966,Jaguar,XJ13,DLC Autoshow,FH5 Car Pass,Free w/DLC,,18000000,Rare,,Classic Racers,Factory,A,779,7.6,4.9,5.1,4.4,4,4.2,502,378,2557,5.09,44,4994,NA,V,12,M,RWD,285,Front,Forza,750,,,TT,stock,Europe,U.K.,,Yes,2,R,4,,,3.6,8.1,,209.8,129.2,329.7,0.99,1.03,4.5,1/6/2022,12,FH5,FH5,DLC,,,,,,,,,,,,1,XBO
1964 Jaguar Lightweight E-Type,Jaguar LW E-Type,1964,Jaguar,Lightweight E-Type,Autoshow,,,,7500000,Legendary,,Classic Racers,Factory,B,688,6.3,4.4,4.7,4.4,3.4,4.6,340,314,2292,6.74,50,3781,NA,Inline,6,F,RWD,255,no,Forza,"321, 510, 602, 805",,,"T, TT, CS",stock,Europe,U.K.,,,2,R,4,,HR,4.087,9.867,,174.2,147.2,366.9,0.92,0.91,5.78,9/28/2018,11,FH5,FH4,FH5,FH4,,,,,,,,,,,2,XBO
1961 Jaguar E-type,Jaguar E-Type,1961,Jaguar,E-type,Autoshow,,,,150000,Epic,,Rare Classics,Factory,C,525,5.2,4.2,4,2.8,2.7,5.2,265,260,2900,10.94,47,3781,NA,Inline,6,F,RWD,195,no,Forza,"321, 510, 602",,,T,stock,Europe,U.K.,,,2,R,4,,,7.383,18.981,15.6,144.8,190.9,481.5,0.73,0.72,11.598,5/3/2005,1,FH5,FM1,FH5,HTF,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,12,XBO
1959 Jaguar Mk II 3.8,Jaguar MK II 3.8,1959,Jaguar,Mk II 3.8,Autoshow,,,,80000,Epic,,Classic Racers,Race,D,448,4.6,4.1,3.5,2.8,2.8,5.5,220,240,3360,15.27,57,3781,NA,Inline,6,F,RWD,185,no,Police Lights,"321, 510, 602, 805",,,"T, PDS",stock,Europe,U.K.,,,4,R,4,,,8.5,25.118,16.1,124.1,165.6,405.5,0.78,0.78,16.618,9/27/2016,9,FH5,FH3,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO
1956 Jaguar D-Type,Jaguar D-Type,1956,Jaguar,D-Type,Autoshow,,Accolade,,22000000,Legendary,,Classic Racers,Race,B,630,5.6,3.8,3.8,2.6,2.8,4.4,245,242,2100,8.57,54,3442,NA,Inline,6,F,RWD,205,no,Forza,,,,"T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,"CS, HR",4.7,12.1,13.7,153.8,199,508.9,0.72,0.72,7.4,,3,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,DLC,FH1,FM4,DLC,,,10,XBO
1954 Jaguar XK120 SE,Jaguar XK120,1954,Jaguar,XK120 SE,,,,,120000,Epic,,Rare Classics,Factory,D,469,5.8,4.5,5.7,7.1,4.4,,210,220,3015,14.36,47,3442,NA,Inline,6,F,RWD,190,no,Lights/hood,"321, 510, 602",,,"T, PDS",stock,Europe,U.K.,,Yes,2,L,4,,WFRC,7,19.3,14.983,137.6,199.1,499.2,0.71,0.7,12.3,,4,FH4,FM4,,FH4,FM7,FH3,FM6,FH2,,,DLC,,,,6,XBO
1953 Jaguar C-Type,Jaguar C-Type,1953,Jaguar,C-Type,DLC store,,,,5000000,Legendary,,Classic Racers,Factory,D,495,6.4,4.1,5.2,6.6,4,,225,243,2127,9.45,50,3442,NA,Inline,6,F,RWD,185,no,Forza,"321, 510, 602",495,538,"T, PDS",stock,Europe,U.K.,,,2,R,4,,HR,8,17.15,,152.7,183,461.5,0.71,0.7,9.15,11/20/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
2015 James Bond Edition Aston Martin DB10 ,AM DB10 JB,2015,James Bond Edition,Aston Martin DB10 ,DLC store,,,,220000,Epic,,Modern Super Cars,Factory,S1,814,7.7,7.4,6.9,8.5,8,,500,412,3400,6.8,51,4735,NA,V,8,F,RWD,305,no,Forza,750,814,820,PDS,stock,Europe,U.K.,,,2,R,4,,,4.2,9.017,,200.4,127.1,313.8,1.06,1.13,4.817,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
2008 James Bond Edition Aston Martin DBS ,AM DBS,2008,James Bond Edition,Aston Martin DBS ,DLC store,,,,325000,Epic,,GT Cars,Factory,A,779,7.7,6.9,6.5,8.2,7.4,,510,420,3737,7.33,53,5935,NA,V,12,F,RWD,295,Both,Forza,750,779,786,PDS,stock,Europe,U.K.,,,2,L,4,,,4.2,9.1,12.417,198.4,157.6,355.4,0.95,1,4.9,,3,FH4,FM3,,DLC,FM7,,FM6,,FM5,DLC,FM4,DLC,,,7,XBO
1999 James Bond Edition BMW Z8 ,BMW Z8 JB,1999,James Bond Edition,BMW Z8 ,DLC store,,,,150000,Rare,,Retro Sports Cars,Factory,A,720,6.9,6.3,6.3,8,5.7,,394,369,3494,8.87,51,4941,NA,V,6,F,RWD,275,Both,Forza,"414, 510, 602, 500, 700",720,733,TT,stock,Europe,U.K.,,Yes,2,L,4,,,4.5,10.615,13,172.7,167.6,411.1,0.91,0.93,6.115,5/13/2011,4,FH4,FM4,,DLC,FM7,,FM6,,DLC,,FM4,,,,5,XBO
1986 James Bond Edition Aston Martin V8 ,AM V8 JB,1986,James Bond Edition,Aston Martin V8 ,DLC store,,,,200000,Epic,,Retro Sports Cars,Factory,B,620,6.9,5.3,5.7,6.8,4.9,,432,395,4008,9.28,51,5340,NA,V,8,F,RWD,255,no,Forza,"510, 602",,,"TT, PDS",stock,Europe,U.K.,,,2,R,4,,,5.2,12.8,,172.6,191,465.9,0.81,0.82,7.6,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
1981 James Bond Edition Citroen 2CV6 ,Citroen 2CV6 JB,1981,James Bond Edition,Citroen 2CV6 ,DLC store,,,,80000,Rare,,Cult Cars,Factory,D,100,4.1,3.9,4.1,4.8,3.8,,60,72,1730,28.83,60,1299,NA,Flat,4,F,FWD,125,Front,Forza,"330, 475",100,100,"T, CS",eng,Europe,U.K.,,,4,L,4,,,13.3,na,,85.3,199.8,na,0.66,0.65,na,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
1977 James Bond Edition Lotus Esprit S1 ,Lotus Esprit JB,1977,James Bond Edition,Lotus Esprit S1 ,DLC store,,,,550000,Legendary,,Retro Super Cars,Factory,C,541,5.7,5.6,5.6,6.8,5.1,,160,140,2101,13.13,44,1973,NA,Inline,4,M,RWD,205,no,Bond,"321, 212, 300",,,T,stock,Europe,U.K.,,,2,R,4,,,7.4,20,,131.9,178.9,443.7,0.84,0.87,12.6,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
1974 James Bond Edition AMC Hornet X Hatchback,AMC Hornet '74,1974,James Bond Edition,AMC Hornet X Hatchback,DLC store,,,,35000,Common,,Classic Muscle,Factory,D,414,5.7,4.3,5.1,6.4,4.2,,175,285,3100,17.71,55,5900,NA,V,8,F,RWD,180,no,Hood,"415, 640, 700",,,"TT, PDS",stock,Europe,U.K.,,,2,L,4,,,8.1,21.6,,130.6,205.9,508.1,0.71,0.7,13.5,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
1969 James Bond Edition Aston Martin DBS ,AM DBS JB,1969,James Bond Edition,Aston Martin DBS ,DLC store,,,,650000,Legendary,,Rare Classics,Factory,B,612,7,5,5.8,7.4,5,,325,290,3501,10.77,50,3995,NA,V,8,F,RWD,205,no,Forza,"510, 602",612,636,T,stock,Europe,U.K.,,,2,R,4,,,6,14.682,,173,179.7,446.4,0.74,0.73,8.682,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
1964 James Bond Edition Aston Martin DB5 ,AM DB5 JB,1964,James Bond Edition,Aston Martin DB5 ,DLC store,,,,650000,Legendary,,Rare Classics,Tuner,B,618,6.3,5,5.7,7.2,4.7,,325,288,3230,9.94,51,3995,NA,Inline,6,F,RWD,210,no,Forza,"510, 602",618,650,T,stock,Europe,U.K.,,,2,R,4,,,8.179,19.2,,152.9,194.4,484.9,0.73,0.73,11.021,9/12/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
2020 Jeep Gladiator Rubicon,Jeep Gladiator,2020,Jeep,Gladiator Rubicon,Autoshow,,,,45000,Common,,Pickups & 4x4s,Factory,D,456,4.8,3,3.6,3.2,2.5,8.4,285,260,5073,17.8,53,3604,NA,V,6,F,AWD,285,no,Bed / open top,1750,,,PDS,stock,N. America,U.S.,,Yes,4,L,4,,,7.2,21.1,,128.6,158.1,397.9,0.76,0.76,13.9,5/5/2021,11,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO
